lg,oddball,sequence,duration
L1-3,1.2105711849957375,0.2285714285714286,0.2678571428571429
L4,3.4377664109121913,0.09022556390977428,0.7653061224489806
L5,4.492753623188406,0.5323308270676697,1.1479591836734702
L6,4.428815004262576,0.5984962406015049,0.2678571428571429
